idx,miou,dice,pixel_acc
1636,0.7936,0.8695,0.9441
1637,0.6975,0.81,0.8684
1638,0.6244,0.7467,0.9146
1639,0.7026,0.8044,0.8882
1640,0.7795,0.8674,0.9167
1641,0.7843,0.8659,0.9253
1642,0.7571,0.8452,0.9146
1643,0.739,0.8275,0.9252
1644,0.6721,0.7865,0.8569
1645,0.8463,0.9092,0.9547
1646,0.6965,0.8077,0.864
1647,0.6359,0.7596,0.8924
1648,0.6057,0.742,0.7924
1649,0.7901,0.872,0.9313
1650,0.7309,0.8294,0.9026
1651,0.7935,0.8692,0.9479
1652,0.763,0.8547,0.9345
1653,0.8076,0.8837,0.9307
1654,0.8198,0.8929,0.9508
1655,0.693,0.8083,0.8605
1656,0.6666,0.7792,0.8373
1657,0.7846,0.8689,0.9227
1658,0.6834,0.7883,0.8565
1659,0.7793,0.8652,0.9086
1660,0.5983,0.7213,0.8279
1661,0.82,0.8942,0.9363
1662,0.8395,0.9067,0.9471
1663,0.7724,0.8605,0.9139
1664,0.7609,0.8523,0.898
1665,0.6948,0.8094,0.8334
1666,0.8046,0.8819,0.9297
1667,0.689,0.8071,0.8578
1668,0.7835,0.8677,0.9133
1669,0.7205,0.8274,0.8552
1670,0.7571,0.8483,0.915
1671,0.7931,0.8728,0.9454
1672,0.8466,0.9101,0.9522
1673,0.7207,0.8284,0.8735
1674,0.8444,0.9083,0.9557
1675,0.7652,0.8551,0.9478
1676,0.6339,0.7677,0.8027
1677,0.7974,0.8819,0.9377
1678,0.8691,0.9256,0.9579
1679,0.7773,0.8585,0.9319
1680,0.8511,0.914,0.9579
1681,0.7348,0.8376,0.8701
1682,0.8149,0.889,0.9393
1683,0.8191,0.8894,0.9561
1684,0.8206,0.8929,0.9578
1685,0.8214,0.8932,0.9641
1686,0.72,0.8099,0.911
1687,0.5411,0.6569,0.7882
1688,0.7369,0.8314,0.9055
1689,0.7103,0.8156,0.8683
1690,0.152,0.2088,0.4559
1691,0.6427,0.7621,0.8474
1692,0.7849,0.8706,0.908
1693,0.817,0.8894,0.9421
1694,0.7392,0.8389,0.9022
1695,0.6784,0.7947,0.8818
1696,0.8256,0.8975,0.9404
1697,0.698,0.8107,0.8709
1698,0.557,0.6968,0.7593
1699,0.8074,0.8814,0.9479
1700,0.5356,0.6752,0.8062
1701,0.8261,0.8964,0.9418
1702,0.4478,0.603,0.6802
1703,0.8981,0.944,0.9826
1704,0.7627,0.8571,0.8914
1705,0.7377,0.8372,0.879
1706,0.7018,0.8044,0.8898
1707,0.8369,0.905,0.9545
1708,0.7233,0.8233,0.9406
1709,0.8291,0.8992,0.9512
1710,0.7857,0.8683,0.9539
1711,0.815,0.8911,0.9474
1712,0.8419,0.9079,0.9554
1713,0.8461,0.9114,0.9412
1714,0.7262,0.8272,0.8959
1715,0.6973,0.8096,0.8691
1716,0.8724,0.9288,0.9822
1717,0.8399,0.9073,0.9512
1718,0.7675,0.8587,0.9023
1719,0.8178,0.8914,0.9447
1720,0.8477,0.9117,0.9504
1721,0.6766,0.7898,0.8896
1722,0.5173,0.6722,0.7352
1723,0.5643,0.6985,0.782
1724,0.7838,0.8696,0.9139
1725,0.7422,0.8285,0.9348
1726,0.8038,0.8834,0.9465
1727,0.8332,0.904,0.9709
1728,0.8408,0.9064,0.9479
1729,0.8069,0.8846,0.9329
1730,0.8317,0.9007,0.9546
1731,0.6292,0.7465,0.8822
1732,0.6353,0.7607,0.8334
1733,0.7627,0.857,0.8952
1734,0.6605,0.7768,0.8964
1735,0.829,0.8986,0.9509
1736,0.769,0.8524,0.9231
1737,0.4734,0.6237,0.6917
1738,0.5827,0.6855,0.899
1739,0.4408,0.5862,0.7366
1740,0.4783,0.6261,0.7256
1741,0.5294,0.6567,0.7766
1742,0.6799,0.7999,0.8594
1743,0.6963,0.8048,0.8748
1744,0.7183,0.8197,0.8813
1745,0.759,0.849,0.9442
1746,0.7222,0.824,0.8998
1747,0.663,0.7838,0.8269
1748,0.8873,0.9372,0.9769
1749,0.73,0.8266,0.8961
1750,0.4497,0.6011,0.7033
1751,0.5749,0.6858,0.8118
1752,0.7563,0.8461,0.9138
1753,0.7616,0.8536,0.9009
1754,0.8215,0.893,0.9489
1755,0.451,0.5679,0.7914
1756,0.8144,0.8887,0.9464
1757,0.7592,0.8472,0.9165
1758,0.8592,0.9196,0.9699
1759,0.6913,0.7931,0.8721
1760,0.5105,0.6372,0.8307
1761,0.8274,0.8993,0.9348
1762,0.8092,0.8848,0.963
1763,0.637,0.7558,0.8537
1764,0.6659,0.7739,0.8466
1765,0.8806,0.9331,0.988
1766,0.2969,0.4431,0.5236
1767,0.7132,0.8187,0.8959
1768,0.7738,0.8622,0.9137
1769,0.7799,0.8653,0.9232
1770,0.7612,0.8538,0.912
1771,0.852,0.9143,0.9511
1772,0.8659,0.9225,0.9628
1773,0.865,0.9227,0.9742
1774,0.7507,0.8465,0.9515
1775,0.6285,0.7601,0.855
1776,0.5803,0.7187,0.7786
1777,0.8097,0.8882,0.9521
1778,0.744,0.8373,0.8981
1779,0.7827,0.8634,0.9756
1780,0.7441,0.8368,0.9114
1781,0.6357,0.7632,0.7993
1782,0.6753,0.7893,0.8452
1783,0.7535,0.8451,0.9105
1784,0.6923,0.7927,0.8862
1785,0.7287,0.828,0.8872
1786,0.5768,0.6997,0.8275
1787,0.7589,0.8494,0.9081
1788,0.6643,0.7503,0.897
1789,0.5769,0.6935,0.8988
1790,0.604,0.7311,0.8171
1791,0.8126,0.8905,0.9601
1792,0.5625,0.6913,0.8444
1793,0.8097,0.8853,0.9314
1794,0.8399,0.9043,0.9711
1795,0.7596,0.8505,0.9661
1796,0.7827,0.8679,0.9131
1797,0.7903,0.873,0.9435
1798,0.8803,0.9325,0.9843
1799,0.8415,0.9093,0.9771
1800,0.8094,0.886,0.9643
1801,0.8285,0.8978,0.9463
1802,0.8781,0.9307,0.9652
1803,0.6423,0.7561,0.8535
1804,0.7732,0.8606,0.9263
1805,0.8663,0.9237,0.9744
1806,0.8333,0.9025,0.9434
1807,0.3705,0.4656,0.8076
1808,0.7226,0.8269,0.8844
1809,0.6707,0.7908,0.8538
1810,0.788,0.8651,0.9504
1811,0.827,0.8982,0.9404
1812,0.5023,0.649,0.7244
1813,0.8194,0.8932,0.9543
1814,0.4411,0.5977,0.6929
1815,0.6763,0.7754,0.8423
1816,0.5903,0.7144,0.8893
1817,0.823,0.8929,0.9606
1818,0.849,0.9133,0.977
1819,0.8788,0.9313,0.9741
1820,0.8533,0.9151,0.9811
1821,0.8596,0.9191,0.959
1822,0.6044,0.7252,0.8219
1823,0.8503,0.9132,0.9498
1824,0.6286,0.7363,0.86
1825,0.8379,0.9047,0.9648
1826,0.7788,0.8636,0.926
1827,0.7249,0.8296,0.8771
1828,0.7678,0.8564,0.9045
1829,0.644,0.7589,0.8559
1830,0.7207,0.8236,0.9128
1831,0.7956,0.8781,0.9539
1832,0.7698,0.858,0.9202
1833,0.8229,0.8925,0.9562
1834,0.6945,0.8071,0.9037
1835,0.6931,0.8008,0.8784
1836,0.8479,0.912,0.9552
1837,0.5718,0.6965,0.8043
1838,0.8544,0.9157,0.9554
1839,0.6799,0.7894,0.8792
1840,0.8095,0.8862,0.9372
1841,0.623,0.7383,0.8496
1842,0.7639,0.8485,0.9213
1843,0.8582,0.9178,0.9786
1844,0.823,0.8944,0.9438
1845,0.7104,0.8153,0.8908
1846,0.5191,0.6242,0.7959
1847,0.5523,0.6925,0.8008
1848,0.7406,0.8272,0.9267
1849,0.7753,0.8611,0.9293
1850,0.6608,0.771,0.8422
1851,0.7163,0.8139,0.8899
1852,0.7995,0.8788,0.9307
1853,0.8314,0.9001,0.9523
1854,0.7625,0.8447,0.928
1855,0.7176,0.8203,0.8802
1856,0.6702,0.788,0.8666
1857,0.7559,0.8432,0.9243
1858,0.0083,0.0161,0.0248
1859,0.7788,0.8705,0.8957
1860,0.7967,0.874,0.9383
1861,0.6608,0.789,0.8369
1862,0.3335,0.3843,0.876
1863,0.6322,0.7509,0.8442
1864,0.8492,0.9125,0.9638
1865,0.7774,0.8631,0.9603
1866,0.697,0.8051,0.8681
1867,0.7828,0.8651,0.9209
1868,0.7478,0.8332,0.931
1869,0.6867,0.8078,0.8466
1870,0.8222,0.8946,0.9442
1871,0.7514,0.8403,0.9428
1872,0.6874,0.7971,0.8619
1873,0.731,0.83,0.8932
1874,0.7151,0.8183,0.8812
1875,0.8057,0.8796,0.9586
1876,0.785,0.8693,0.9143
1877,0.7968,0.8777,0.9211
1878,0.8339,0.9032,0.9592
1879,0.8442,0.9097,0.9481
1880,0.7049,0.8128,0.8776
1881,0.8185,0.8921,0.9349
1882,0.8195,0.8923,0.9449
1883,0.8112,0.8854,0.9502
1884,0.7223,0.8186,0.9034
1885,0.7537,0.8428,0.9248
1886,0.8102,0.888,0.956
1887,0.8696,0.9264,0.9682
1888,0.8031,0.8811,0.937
1889,0.7572,0.8514,0.909
1890,0.8315,0.8996,0.9473
1891,0.7919,0.8727,0.939
1892,0.8044,0.8823,0.9639
1893,0.8017,0.8816,0.9481
1894,0.8176,0.893,0.9468
1895,0.7897,0.8718,0.9248
1896,0.5916,0.7247,0.7964
1897,0.8235,0.8924,0.9542
1898,0.7397,0.835,0.9064
1899,0.8642,0.9234,0.9656
1900,0.8572,0.9169,0.9584
1901,0.8385,0.9033,0.9554
1902,0.7749,0.8599,0.9237
1903,0.8615,0.9196,0.9603
1904,0.6169,0.732,0.9696
1905,0.7866,0.87,0.9212
1906,0.6984,0.7961,0.8967
1907,0.7976,0.8743,0.9508
1908,0.8182,0.891,0.97
1909,0.5683,0.6954,0.7975
1910,0.7299,0.8286,0.893
1911,0.8016,0.8777,0.9361
1912,0.5433,0.6737,0.8304
1913,0.6967,0.8037,0.8768
1914,0.8725,0.9261,0.9703
1915,0.6016,0.7416,0.7819
1916,0.8049,0.8796,0.9417
1917,0.8079,0.8843,0.9667
1918,0.739,0.8386,0.8773
1919,0.8324,0.9007,0.9446
1920,0.7443,0.834,0.9103
1921,0.8379,0.9062,0.9796
1922,0.8585,0.9206,0.9833
1923,0.6333,0.7529,0.8693
1924,0.6229,0.7468,0.9193
1925,0.8584,0.9191,0.9606
1926,0.6706,0.7917,0.8936
1927,0.793,0.8726,0.9386
1928,0.8349,0.9048,0.9791
1929,0.6791,0.7836,0.8729
1930,0.763,0.8442,0.9316
1931,0.7691,0.8578,0.9482
1932,0.8553,0.9183,0.9616
1933,0.8338,0.9024,0.9597
1934,0.8088,0.8854,0.936
1935,0.7276,0.8274,0.9171
1936,0.8125,0.889,0.9544
1937,0.6243,0.7492,0.8428
1938,0.8903,0.9392,0.9733
1939,0.8258,0.8965,0.9442
1940,0.8021,0.8846,0.9133
1941,0.8039,0.8848,0.9146
1942,0.8316,0.9008,0.9502
1943,0.7153,0.8195,0.8997
1944,0.6883,0.8002,0.9384
1945,0.6967,0.8023,0.8776
1946,0.7406,0.8369,0.9163
1947,0.7924,0.8687,0.9421
1948,0.823,0.8968,0.9737
1949,0.7715,0.8616,0.9006
1950,0.6822,0.7895,0.8666
1951,0.807,0.8859,0.9626
1952,0.7595,0.8537,0.8991
1953,0.693,0.7987,0.8842
1954,0.7682,0.8501,0.945
1955,0.7753,0.8638,0.9257
1956,0.6701,0.772,0.8452
1957,0.7983,0.8795,0.9575
1958,0.7886,0.8707,0.9595
1959,0.8082,0.8849,0.9629
1960,0.8148,0.8912,0.9279
1961,0.8494,0.9109,0.961
1962,0.8054,0.8849,0.9175
1963,0.679,0.7927,0.867
1964,0.8495,0.9127,0.9555
1965,0.7515,0.8496,0.8767
1966,0.6674,0.7778,0.8828
1967,0.7861,0.8687,0.923
1968,0.8036,0.8802,0.9344
1969,0.6753,0.7804,0.8813
1970,0.8309,0.8985,0.9504
1971,0.7562,0.8455,0.9153
1972,0.6462,0.7566,0.8112
1973,0.8497,0.9131,0.9726
1974,0.71,0.8133,0.9417
1975,0.8208,0.8938,0.9721
1976,0.8177,0.8916,0.9592
1977,0.7162,0.8189,0.882
1978,0.7615,0.8533,0.9555
1979,0.7754,0.8632,0.9329
1980,0.8204,0.894,0.9432
1981,0.5121,0.6632,0.7358
1982,0.4563,0.5797,0.7318
1983,0.6991,0.8006,0.8813
1984,0.7696,0.8635,0.9235
1985,0.7297,0.8249,0.9017
1986,0.5386,0.6636,0.8333
1987,0.8043,0.8833,0.9235
1988,0.7557,0.8454,0.9218
1989,0.6499,0.7754,0.8425
1990,0.6876,0.7933,0.8957
1991,0.8051,0.8827,0.9277
1992,0.8332,0.9018,0.9415
1993,0.5353,0.6829,0.7737
1994,0.7728,0.8579,0.9175
1995,0.8217,0.8947,0.9364
1996,0.6463,0.7802,0.8238
1997,0.7002,0.8031,0.9235
1998,0.8894,0.9386,0.9732
1999,0.7196,0.8233,0.8708
2000,0.863,0.922,0.9517
2001,0.8511,0.9146,0.9444
2002,0.8138,0.8869,0.9395
2003,0.7599,0.8462,0.9175
2004,0.8904,0.9387,0.9701
2005,0.1447,0.2369,0.2067
2006,0.7991,0.8797,0.9236
2007,0.8006,0.8762,0.9362
2008,0.837,0.902,0.958
2009,0.8249,0.8984,0.9287
2010,0.8392,0.9054,0.9471
2011,0.847,0.9108,0.9656
2012,0.7039,0.8143,0.8594
2013,0.7765,0.8638,0.9058
2014,0.7575,0.8532,0.8926
2015,0.734,0.831,0.8831
2016,0.7444,0.8412,0.8906
2017,0.8104,0.8869,0.9332
2018,0.7742,0.8621,0.9141
2019,0.7703,0.863,0.8994
2020,0.7617,0.8524,0.9315
2021,0.7185,0.813,0.9486
2022,0.8279,0.8995,0.9403
2023,0.7827,0.8694,0.9177
2024,0.8058,0.8837,0.9341
2025,0.762,0.8562,0.8898
2026,0.797,0.8777,0.9196
2027,0.8565,0.9165,0.9637
2028,0.7776,0.8661,0.9022
2029,0.7209,0.8214,0.946
2030,0.7278,0.8293,0.8963
2031,0.762,0.8502,0.9639
2032,0.808,0.8817,0.944
2033,0.4539,0.5795,0.8298
2034,0.8223,0.8956,0.975
2035,0.5258,0.6735,0.7758
2036,0.7216,0.8198,0.9052
2037,0.7603,0.8529,0.9163
2038,0.7941,0.8763,0.9229
2039,0.7157,0.8201,0.8866
2040,0.7485,0.8368,0.914
2041,0.6968,0.8061,0.8669
2042,0.8071,0.8861,0.9262
2043,0.6758,0.788,0.8379
2044,0.7811,0.8731,0.906
2045,0.8364,0.9043,0.9493
2046,0.7698,0.8611,0.9001
2047,0.7958,0.8768,0.923
2048,0.7991,0.8823,0.9196
2049,0.8324,0.9017,0.9603
2050,0.4128,0.5401,0.763
2051,0.5404,0.6809,0.8314
2052,0.8068,0.8849,0.9316
2053,0.7327,0.8207,0.9236
2054,0.8188,0.8929,0.9491
2055,0.8324,0.9028,0.9333
2056,0.7434,0.8409,0.8853
2057,0.6092,0.75,0.7879
2058,0.7708,0.8609,0.9026
2059,0.7891,0.8746,0.9091
2060,0.8233,0.8928,0.9464
2061,0.889,0.9384,0.9664
2062,0.7149,0.8161,0.8904
2063,0.7508,0.844,0.9053
2064,0.7,0.807,0.8661
2065,0.6507,0.7784,0.8145
2066,0.7673,0.8564,0.9275
2067,0.8081,0.8858,0.9385
2068,0.8254,0.8932,0.9565
2069,0.8666,0.9243,0.9531
2070,0.8651,0.9238,0.9694
2071,0.8066,0.8841,0.932
2072,0.8008,0.877,0.9474
2073,0.8026,0.8833,0.9471
2074,0.7858,0.8677,0.9506
2075,0.5169,0.6621,0.7656
2076,0.5398,0.6836,0.7509
2077,0.688,0.8052,0.8585
2078,0.7303,0.8319,0.8781
2079,0.8314,0.9001,0.9434
2080,0.8552,0.9175,0.9536
2081,0.4251,0.5335,0.8602
2082,0.583,0.7187,0.8022
2083,0.7872,0.8703,0.9346
2084,0.6885,0.8011,0.9351
2085,0.6473,0.7676,0.8873
2086,0.815,0.889,0.9355
2087,0.7868,0.8725,0.9079
2088,0.6015,0.7353,0.8267
2089,0.6421,0.7708,0.8494
2090,0.7466,0.85,0.8835
2091,0.7046,0.8146,0.9306
2092,0.7446,0.8328,0.9165
2093,0.6312,0.7597,0.888
2094,0.7106,0.8199,0.8907
2095,0.5693,0.7053,0.8328
2096,0.7446,0.8393,0.8985
2097,0.5183,0.6603,0.7686
2098,0.5442,0.6947,0.76
2099,0.41,0.5286,0.7982
2100,0.6628,0.7819,0.8665
2101,0.724,0.8237,0.9468
2102,0.5577,0.6913,0.8213
2103,0.6671,0.7869,0.8513
2104,0.8458,0.9125,0.9526
2105,0.7724,0.8639,0.9537
2106,0.6644,0.7956,0.8267
2107,0.5103,0.6308,0.8757
2108,0.6972,0.8076,0.9437
2109,0.6088,0.7502,0.7991
2110,0.4335,0.5549,0.8214
2111,0.7002,0.8049,0.889
2112,0.6772,0.7861,0.8966
2113,0.7037,0.81,0.9481
2114,0.8334,0.9033,0.9441
2115,0.6635,0.78,0.9045
2116,0.7819,0.8679,0.9061
2117,0.6266,0.7559,0.8569
2118,0.7125,0.8177,0.9624
2119,0.7803,0.8667,0.9726
2120,0.7121,0.8152,0.931
2121,0.7049,0.8101,0.9565
2122,0.4161,0.5122,0.868
2123,0.6907,0.8051,0.8557
2124,0.844,0.9109,0.9363
2125,0.8535,0.9176,0.9576
2126,0.8174,0.8904,0.9484
2127,0.516,0.6391,0.8798
2128,0.7678,0.8613,0.9343
2129,0.5671,0.7136,0.7808
2130,0.6102,0.7453,0.8309
2131,0.7456,0.8442,0.9188
2132,0.6701,0.789,0.8857
2133,0.7189,0.8264,0.9092
2134,0.8345,0.9027,0.9484
2135,0.7716,0.8662,0.9056
2136,0.7552,0.8504,0.9869
2137,0.6434,0.7602,0.8869
2138,0.4965,0.6478,0.7342
2139,0.7751,0.8659,0.9187
2140,0.6404,0.7688,0.8422
2141,0.6728,0.7873,0.8447
2142,0.697,0.8019,0.8813
2143,0.758,0.8527,0.9387
2144,0.7595,0.855,0.9285
2145,0.3407,0.4625,0.6807
2146,0.6962,0.8046,0.93
2147,0.825,0.898,0.9588
2148,0.819,0.8933,0.9578
2149,0.6591,0.7814,0.9
2150,0.5692,0.7106,0.7942
2151,0.4126,0.5454,0.745
2152,0.7503,0.8486,0.8922
2153,0.7645,0.8595,0.8958
2154,0.3689,0.4437,0.8839
2155,0.6141,0.7467,0.843
2156,0.623,0.7414,0.939
2157,0.6948,0.8024,0.9801
2158,0.8109,0.8867,0.9616
2159,0.5685,0.7069,0.8252
2160,0.734,0.8307,0.954
2161,0.5878,0.7271,0.8139
2162,0.7526,0.8478,0.9758
2163,0.8243,0.8986,0.9474
2164,0.8134,0.8917,0.923
2165,0.5034,0.6483,0.7834
2166,0.7072,0.8136,0.9448
2167,0.6612,0.7837,0.8927
2168,0.6426,0.7629,0.8398
2169,0.8225,0.8916,0.9515
2170,0.7908,0.8741,0.9357
2171,0.5821,0.7225,0.7601
2172,0.8492,0.9139,0.9421
2173,0.7459,0.8433,0.9664
2174,0.7096,0.8069,0.9459
2175,0.7505,0.8515,0.9006
2176,0.8313,0.8998,0.9586
2177,0.7958,0.8792,0.936
2178,0.6375,0.7626,0.8879
2179,0.7909,0.8737,0.9277
2180,0.8206,0.8967,0.9282
2181,0.7288,0.8214,0.9199
2182,0.814,0.8898,0.9286
2183,0.7831,0.8639,0.941
2184,0.8289,0.9,0.9408
2185,0.8031,0.8778,0.954
2186,0.5411,0.6782,0.7777
2187,0.6763,0.7742,0.8984
2188,0.8013,0.8759,0.9416
2189,0.8044,0.8826,0.9546
2190,0.8002,0.8774,0.9365
2191,0.7328,0.831,0.902
2192,0.7826,0.8692,0.9401
2193,0.8686,0.9249,0.9763
2194,0.7986,0.8788,0.9388
2195,0.819,0.8945,0.9695
2196,0.7625,0.855,0.9382
2197,0.7583,0.8502,0.9031
2198,0.8048,0.8781,0.9449
2199,0.6809,0.7947,0.9138
2200,0.7054,0.8154,0.9097
2201,0.779,0.8654,0.9423
2202,0.7142,0.8116,0.9159
2203,0.8162,0.8898,0.9433
2204,0.6932,0.7992,0.9337
2205,0.8801,0.931,0.9753
2206,0.753,0.8507,0.8864
2207,0.7584,0.8478,0.9172
2208,0.6923,0.8034,0.869
2209,0.8038,0.8823,0.927
2210,0.8766,0.9309,0.9567
2211,0.7709,0.8534,0.9259
2212,0.8387,0.9054,0.9524
2213,0.7784,0.8642,0.9252
2214,0.4154,0.567,0.6721
2215,0.8032,0.8807,0.9457
2216,0.8313,0.9008,0.9507
2217,0.7059,0.8067,0.9255
2218,0.6679,0.7815,0.8499
2219,0.8532,0.9167,0.9554
2220,0.7812,0.8678,0.9484
2221,0.8349,0.9031,0.9597
2222,0.8903,0.9377,0.9761
2223,0.8461,0.91,0.9666
2224,0.8299,0.9008,0.9539
2225,0.8311,0.9006,0.9421
2226,0.8973,0.9437,0.9822
2227,0.8774,0.9315,0.9707
2228,0.8406,0.9076,0.9565
2229,0.8561,0.916,0.9615
2230,0.6888,0.7994,0.8718
2231,0.8889,0.9376,0.9811
2232,0.6441,0.7714,0.8375
2233,0.8361,0.9044,0.9691
2234,0.6279,0.76,0.8236
2235,0.7238,0.8245,0.9097
2236,0.5566,0.6993,0.7852
2237,0.807,0.8841,0.9298
2238,0.877,0.9308,0.9612
2239,0.8307,0.9019,0.9686
2240,0.7945,0.8769,0.931
2241,0.7282,0.8341,0.8685
2242,0.8507,0.9119,0.9601
2243,0.8744,0.9296,0.9733
2244,0.8229,0.8941,0.9484
2245,0.7356,0.8277,0.9277
2246,0.758,0.8515,0.8973
2247,0.8504,0.9134,0.9625
2248,0.8611,0.9191,0.9679
2249,0.8427,0.9083,0.9591
2250,0.9002,0.9439,0.9816
2251,0.8735,0.9269,0.9681
2252,0.7404,0.8305,0.9035
2253,0.8098,0.8863,0.9421
2254,0.8337,0.9014,0.9568
2255,0.8847,0.9354,0.9728
2256,0.7676,0.8498,0.9265
2257,0.7257,0.8135,0.9063
2258,0.8106,0.8852,0.9359
2259,0.7825,0.8663,0.9177
2260,0.849,0.9106,0.9588
2261,0.8024,0.8827,0.916
2262,0.8048,0.8838,0.9406
2263,0.8784,0.9308,0.9667
2264,0.7969,0.8778,0.9197
2265,0.8262,0.8978,0.9376
2266,0.7976,0.8793,0.9156
2267,0.7692,0.8581,0.9227
2268,0.4826,0.6176,0.8261
2269,0.8347,0.9039,0.9517
2270,0.8379,0.906,0.9602
2271,0.6786,0.7958,0.9017
2272,0.8509,0.915,0.9789
2273,0.9051,0.9476,0.9798
2274,0.8042,0.8835,0.9357
2275,0.6949,0.8147,0.8711
2276,0.8035,0.8824,0.9229
2277,0.8134,0.8897,0.9311
2278,0.7241,0.8239,0.9147
2279,0.8839,0.9352,0.9688
2280,0.8471,0.9089,0.968
2281,0.5427,0.6685,0.7751
2282,0.7237,0.8236,0.8879
2283,0.7487,0.8387,0.9346
2284,0.8405,0.9079,0.9385
2285,0.5687,0.7113,0.7863
2286,0.8244,0.895,0.9708
2287,0.8068,0.8868,0.9211
2288,0.8484,0.9118,0.9532
2289,0.8773,0.9301,0.9691
2290,0.3917,0.5507,0.6298
2291,0.7567,0.8581,0.8901
2292,0.1837,0.2369,0.5511
2293,0.5924,0.7229,0.8028
2294,0.8498,0.9126,0.9516
2295,0.8341,0.9033,0.9387
2296,0.8184,0.8907,0.9482
2297,0.7171,0.827,0.8706
2298,0.8158,0.891,0.934
2299,0.8442,0.9099,0.9482
2300,0.7055,0.8178,0.8957
2301,0.8491,0.9121,0.9566
2302,0.1495,0.2066,0.0856
2303,0.6012,0.7373,0.8106
2304,0.8086,0.883,0.9457
2305,0.8101,0.8878,0.9442
2306,0.6317,0.7593,0.8163
2307,0.8733,0.9284,0.9584
2308,0.1998,0.2498,0.1089
2309,0.6209,0.7547,0.8257
2310,0.4084,0.5603,0.6662
2311,0.8081,0.8844,0.9621
2312,0.8265,0.8985,0.9359
2313,0.6187,0.7336,0.9332
2314,0.7888,0.8756,0.9246
2315,0.4485,0.6044,0.6802
2316,0.6081,0.7303,0.8435
2317,0.6889,0.7935,0.8902
2318,0.8632,0.9211,0.9693
2319,0.7833,0.8613,0.9443
2320,0.6351,0.7504,0.8727
2321,0.8206,0.8935,0.9373
2322,0.4589,0.613,0.6994
2323,0.5279,0.6664,0.8254
2324,0.3817,0.528,0.642
2325,0.7215,0.8258,0.8732
2326,0.6506,0.7788,0.7975
2327,0.8287,0.8974,0.9473
2328,0.6337,0.7422,0.9095
2329,0.5503,0.6721,0.7697
2330,0.709,0.8176,0.8665
2331,0.8179,0.8908,0.9346
2332,0.5308,0.6808,0.75
2333,0.7472,0.8444,0.8946
2334,0.8165,0.8899,0.9385
2335,0.8605,0.9199,0.9545
2336,0.7861,0.8703,0.9141
2337,0.5332,0.66,0.8726
2338,0.8198,0.8923,0.9364
2339,0.8207,0.8939,0.9324
2340,0.862,0.9207,0.9553
2341,0.7486,0.8365,0.939
2342,0.399,0.565,0.6136
2343,0.8336,0.9008,0.9487
2344,0.8484,0.9122,0.9479
2345,0.8025,0.8759,0.947
2346,0.7311,0.832,0.8887
2347,0.6083,0.7484,0.7875
2348,0.7871,0.8694,0.9213
2349,0.7954,0.876,0.918
2350,0.8115,0.8879,0.929
2351,0.7836,0.8669,0.9265
2352,0.8063,0.8841,0.9241
2353,0.7187,0.8269,0.8992
2354,0.7573,0.8429,0.921
2355,0.8281,0.8991,0.9355
2356,0.425,0.5799,0.6546
2357,0.8316,0.8983,0.9578
2358,0.8135,0.8865,0.9431
2359,0.6828,0.796,0.8785
2360,0.8387,0.9061,0.954
2361,0.8662,0.9231,0.9595
2362,0.657,0.7718,0.8524
2363,0.7833,0.8705,0.9091
2364,0.7776,0.8595,0.9286
2365,0.6008,0.7305,0.8473
2366,0.8016,0.8762,0.9454
2367,0.5933,0.7322,0.812
2368,0.7782,0.8629,0.9172
2369,0.8607,0.9213,0.9454
2370,0.5217,0.6758,0.7289
2371,0.7601,0.8444,0.9276
2372,0.7726,0.8604,0.9205
2373,0.841,0.9071,0.9507
2374,0.7732,0.8656,0.9046
2375,0.7076,0.8065,0.881
2376,0.8016,0.8803,0.9254
2377,0.7027,0.8044,0.8715
2378,0.4105,0.5723,0.6303
2379,0.8227,0.8974,0.937
2380,0.7101,0.8119,0.9077
2381,0.8063,0.8781,0.9504
2382,0.6746,0.7873,0.8621
2383,0.7259,0.8242,0.9094
2384,0.7509,0.835,0.9329
2385,0.7532,0.8412,0.9107
2386,0.7049,0.8084,0.8712
2387,0.5124,0.6273,0.7747
2388,0.5623,0.6807,0.8057
2389,0.6233,0.7338,0.8381
2390,0.5826,0.7121,0.8077
2391,0.6473,0.7705,0.8211
2392,0.851,0.9147,0.9756
2393,0.7345,0.8399,0.874
2394,0.5923,0.7109,0.8607
2395,0.6341,0.7667,0.8457
2396,0.8246,0.8943,0.9643
2397,0.8619,0.9208,0.9555
2398,0.7204,0.8114,0.9055
2399,0.81,0.8854,0.9442
2400,0.827,0.897,0.9565
2401,0.6918,0.805,0.8566
2402,0.6918,0.8006,0.8536
2403,0.7906,0.8728,0.9261
2404,0.7248,0.8319,0.8673
2405,0.7322,0.8343,0.9059
2406,0.842,0.906,0.9578
2407,0.843,0.9083,0.9592
2408,0.661,0.7851,0.8669
2409,0.7484,0.8427,0.9156
2410,0.6051,0.7454,0.799
2411,0.6199,0.7485,0.8657
2412,0.7465,0.8454,0.905
2413,0.7756,0.8645,0.9188
2414,0.7718,0.8528,0.931
2415,0.83,0.9002,0.9371
2416,0.7762,0.8622,0.9335
2417,0.8754,0.9295,0.9717
2418,0.8022,0.8827,0.9185
2419,0.8209,0.8941,0.9404
2420,0.8068,0.8849,0.9445
2421,0.8041,0.8808,0.9327
2422,0.7794,0.8664,0.9272
2423,0.839,0.9044,0.9566
2424,0.5274,0.6787,0.7417
2425,0.8355,0.9025,0.9449
